0,0,0
143,214,122
153,214,122
153,214,122
143,214,122
153,204,132
143,214,112
143,214,122
153,204,122
143,214,122
143,214,122
153,214,122
153,214,122
153,214,122
153,214,122
153,214,132
153,214,132
163,214,122
163,214,132
163,214,132
163,214,122
163,214,122
163,214,122
163,214,122
163,214,122
163,225,122
163,214,122
163,214,122
163,214,122
163,214,122
163,225,112
163,225,122
153,225,122
163,225,112
163,214,132
163,225,122
153,235,122
163,214,132
163,214,132
163,214,132
163,214,132
163,214,132
163,214,143
163,214,122
163,214,122
163,204,132
163,225,122
163,214,132
173,225,132
163,214,122
163,214,122
163,194,122
153,204,122
163,214,122
163,204,122
163,214,122
163,214,122
163,214,122
163,214,122
163,225,132
163,235,132
163,245,132
163,245,143
163,265,143
163,276,132
173,286,143
163,296,143
163,317,132
173,317,153
173,337,153
163,347,153
184,337,153
173,337,153
173,337,153
194,337,153
204,347,153
225,347,163
225,358,153
235,368,153
245,358,153
235,368,163
245,368,163
245,378,153
245,368,163
235,378,153
235,378,163
245,378,163
235,358,153
245,378,163
245,368,163
245,378,163
245,378,163
245,378,163
235,378,163
235,378,163
235,378,163
235,378,163
235,378,163
235,378,163
235,358,163
225,378,163
235,378,163
235,378,163
235,378,153
235,368,173
235,378,163
235,378,163
235,368,153
235,378,163
235,378,163
235,388,153
235,378,163
235,378,163
225,388,163
235,378,163
235,378,163
214,388,173
225,378,153
225,378,163
235,368,173
225,378,163
235,378,163
235,368,173
225,388,163
225,378,163
235,378,163
225,378,163
225,378,163
235,378,163
225,378,163
225,378,163
225,378,163
225,378,163
214,378,163
225,378,163
225,378,163
214,378,163
225,378,163
225,378,163
225,378,163
225,378,163
225,378,153
225,368,163
225,378,163
214,378,163
225,358,163
225,358,163
204,347,163
184,337,153
184,327,153
173,306,153
153,306,143
143,286,132
153,265,132
143,245,132
143,235,132
153,225,122
153,214,122
153,214,122
143,204,112
153,214,122
153,204,122
143,204,132
153,204,122
153,214,122
163,204,122
153,204,122
153,214,122
153,214,122
153,204,122
153,214,122
153,214,122
143,204,122
143,214,122
143,214,122
143,204,122
153,214,132
143,214,122
153,214,132
153,214,132
143,214,132
143,214,122
153,204,122
143,204,122
132,225,122
143,204,132
143,214,132
132,214,132
143,214,132
143,214,132
132,204,132
143,214,122
143,204,132
143,204,143
143,214,112
143,194,132
143,204,132
143,214,122
143,214,122
153,214,122
