0,0,0
132,225,122
143,214,132
143,214,132
143,214,122
153,214,132
153,214,132
143,204,122
153,204,132
153,214,132
143,225,122
153,214,132
153,214,132
143,225,122
153,214,122
153,214,132
143,214,132
153,214,122
153,214,132
153,204,143
143,214,132
143,214,132
153,214,122
143,214,132
153,214,132
143,225,122
143,214,132
153,214,132
143,225,143
143,214,132
153,214,132
153,214,132
143,214,132
153,214,132
153,214,132
143,225,132
153,214,132
153,214,132
153,214,132
153,214,132
153,214,132
143,214,132
153,214,132
153,214,132
153,214,132
153,214,132
153,214,132
153,214,122
153,214,132
153,214,132
132,214,143
153,214,132
153,214,132
153,214,143
143,214,132
153,214,132
153,214,132
143,225,132
143,225,132
143,245,122
143,255,122
143,255,132
143,286,122
143,276,132
153,286,132
163,296,143
163,317,132
163,317,143
194,327,143
194,327,143
204,327,143
214,347,153
225,347,143
235,347,153
225,358,153
235,358,153
235,358,153
235,368,153
245,368,143
245,368,153
245,368,153
235,368,143
245,368,153
245,358,153
235,378,143
245,368,153
235,368,143
245,378,153
245,368,153
245,368,153
245,378,143
245,368,143
245,368,153
235,378,143
245,368,153
245,368,153
235,378,153
245,368,153
245,368,153
245,358,153
235,368,153
245,368,143
245,368,143
245,368,153
245,368,153
235,378,143
245,368,153
245,368,153
225,378,153
245,368,153
245,378,153
245,368,163
235,368,153
245,378,153
255,378,153
245,368,153
235,378,153
245,378,153
245,378,153
235,378,153
235,378,143
235,368,153
235,378,153
245,378,153
245,378,153
245,378,153
235,378,153
235,368,153
235,378,153
235,378,143
235,368,153
235,368,153
235,368,153
235,368,153
245,368,163
235,378,153
245,368,143
245,378,153
235,378,143
235,388,143
245,378,153
235,378,153
235,378,163
245,368,153
235,378,153
245,368,163
235,368,153
225,368,153
235,358,143
214,358,153
204,347,153
184,337,132
163,317,143
153,306,143
143,306,143
143,265,132
153,255,132
153,255,132
153,235,122
153,225,132
153,225,132
143,214,122
153,204,132
153,204,132
153,204,122
153,204,122
153,204,132
163,204,122
153,204,132
163,204,132
153,204,122
163,204,132
163,204,132
153,194,132
163,214,122
163,214,132
153,214,122
153,214,122
153,214,132
153,214,122
163,214,122
163,214,132
143,214,132
153,214,122
163,214,132
163,204,143
153,214,132
163,214,122
163,194,132
153,214,122
163,214,122
173,214,122
163,214,122
163,214,122
153,225,132
163,204,132
163,214,122
163,214,122
163,214,132
153,214,122
