0,0,0
64,168,143
73,162,139
81,156,135
88,151,131
93,146,127
98,141,124
101,137,120
103,133,117
105,130,114
105,127,111
105,124,108
104,121,105
102,119,103
100,118,101
97,116,98
93,115,96
89,114,94
85,114,92
80,114,91
75,114,89
70,112,88
65,111,87
60,111,86
55,114,85
50,118,84
45,119,83
34,120,76
24,119,68
20,118,65
22,118,66
30,119,72
40,120,79
52,119,87
62,117,95
69,115,100
73,114,103
73,114,104
69,115,101
61,117,95
51,118,88
40,119,80
30,119,73
24,118,68
23,118,68
28,119,71
37,119,77
48,119,85
59,117,93
67,115,99
72,114,103
81,114,110
76,115,107
66,117,100
55,118,92
43,120,82
34,129,75
31,125,72
33,121,74
40,119,79
32,118,72
27,117,68
25,119,67
29,121,69
37,124,74
49,108,83
63,93,93
73,82,102
62,78,94
50,82,85
40,93,77
35,111,73
36,130,74
41,131,79
47,132,84
38,136,79
32,141,75
29,148,73
30,153,74
36,156,78
46,141,85
57,128,94
66,119,103
72,115,109
58,119,101
43,130,92
31,148,84
24,170,79
22,191,79
29,194,83
42,191,93
61,185,107
82,175,124
103,166,141
105,161,145
104,161,145
100,159,144
94,172,140
89,189,136
87,191,135
92,193,138
103,193,146
109,189,150
125,180,162
133,167,170
138,176,174
140,193,176
139,215,176
134,238,173
125,250,165
113,248,154
124,235,160
141,216,171
163,213,186
184,214,202
200,215,215
191,215,209
176,215,198
158,213,183
158,209,182
162,220,184
168,217,188
173,215,192
176,215,194
176,215,194
172,213,192
168,209,189
166,203,187
165,196,187
166,205,187
168,217,188
168,215,189
168,214,189
166,215,187
162,217,184
173,216,193
169,213,190
166,208,188
165,203,187
166,213,188
168,226,189
169,225,190
169,226,190
167,228,190
163,231,187
175,232,196
170,231,193
168,228,192
171,224,194
176,225,199
181,231,204
183,223,207
182,217,207
178,217,204
169,221,198
167,228,195
169,236,195
172,242,196
174,244,197
176,238,197
176,226,197
174,226,195
167,227,191
156,228,183
140,229,171
122,227,157
102,222,141
102,211,139
108,194,142
117,172,147
128,146,154
136,137,160
138,134,161
131,138,157
116,146,146
109,157,143
102,165,139
95,166,136
88,157,132
81,138,128
74,136,124
67,131,119
60,126,115
53,121,110
47,116,106
40,111,101
34,106,95
28,102,90
23,97,85
18,92,79
14,88,73
10,83,68
7,79,61
4,74,55
2,70,49
0,66,42
0,62,36
0,58,29
0,54,22
2,50,15
