0,0,0
107,134,90
95,132,91
84,130,92
75,129,93
67,127,94
59,126,94
53,125,95
48,123,95
44,122,96
41,120,96
39,119,97
37,118,97
36,117,97
36,116,97
36,115,97
36,114,97
38,113,97
39,112,96
41,111,96
43,110,95
46,109,95
48,114,94
51,115,94
54,116,93
57,117,92
59,121,91
58,122,90
61,122,93
57,120,90
51,115,86
46,110,82
42,105,80
39,102,78
39,102,78
41,105,79
46,110,82
51,116,86
53,124,88
55,130,89
55,134,89
55,135,89
56,132,90
57,126,90
56,117,90
54,110,88
52,105,87
51,104,86
52,106,87
54,111,88
56,119,89
58,128,91
60,137,92
60,144,92
59,146,92
59,143,92
59,137,92
59,129,91
57,119,90
54,111,88
51,106,86
50,105,85
51,106,86
52,110,87
54,117,88
55,125,89
56,132,90
55,136,89
54,135,88
53,131,88
52,125,87
48,118,84
42,111,80
37,106,75
34,103,73
36,103,74
43,103,80
51,105,87
44,108,81
45,113,81
53,119,86
67,124,96
81,125,108
72,110,102
61,104,95
50,107,87
40,117,80
34,132,76
33,128,76
38,127,80
45,127,86
36,130,80
28,135,76
24,141,73
23,146,72
28,149,74
37,136,80
48,123,89
58,113,97
64,108,103
49,110,94
33,120,84
19,137,75
9,158,69
7,178,67
14,179,71
30,174,81
51,164,97
74,152,114
96,141,132
96,135,133
92,137,132
84,147,127
75,163,121
68,180,115
68,182,114
75,186,119
89,190,129
106,194,142
124,197,156
123,198,156
124,199,156
130,200,160
140,221,166
153,239,176
166,230,186
176,214,194
181,192,198
181,191,198
178,198,197
172,213,193
161,231,186
148,244,176
135,250,166
149,228,175
168,202,189
187,191,203
200,187,215
185,191,206
165,204,192
141,221,175
119,236,157
121,242,157
133,221,164
149,194,176
167,181,189
179,174,201
165,176,193
146,188,180
123,207,164
101,225,146
102,237,145
112,222,151
128,201,162
146,175,176
162,166,189
154,166,184
141,177,177
126,195,166
117,215,160
105,232,152
114,223,157
127,206,166
139,187,173
146,173,178
148,179,180
144,191,178
133,205,170
116,219,158
97,224,143
76,219,127
80,203,127
89,182,132
102,155,141
115,148,149
111,146,147
106,150,145
100,158,142
95,167,139
89,171,136
83,170,132
78,167,129
72,164,124
66,161,120
60,157,116
54,153,111
48,148,106
42,143,100
37,138,94
31,132,89
26,126,82
22,119,76
17,112,69
13,104,62
10,96,55
7,88,47
4,79,40
2,69,31
0,60,23
0,50,15
