0,0,0
170,136,122
156,136,119
143,136,116
131,136,113
121,135,111
112,135,108
103,134,106
96,133,103
89,133,101
84,132,99
79,131,97
75,129,95
71,128,93
69,127,91
67,125,89
65,123,88
65,122,86
64,120,85
64,118,83
65,116,82
66,111,81
67,100,80
68,96,79
70,92,78
72,92,77
74,94,76
78,98,79
76,104,78
78,110,79
78,116,80
77,120,79
77,120,79
77,117,79
78,111,79
77,104,79
76,98,78
75,94,77
73,92,75
73,93,75
74,96,76
76,102,78
77,108,79
77,115,79
76,119,78
76,120,77
76,117,77
76,111,78
76,105,77
75,98,77
73,93,75
72,91,74
71,91,73
73,94,74
74,99,76
75,106,76
75,112,76
75,117,76
74,119,76
74,117,76
75,112,76
75,105,76
74,99,76
73,94,75
72,91,73
74,91,76
77,93,79
69,98,71
66,105,68
69,112,69
75,121,75
84,125,84
93,112,93
88,100,88
86,95,85
85,96,84
85,103,85
85,112,85
82,105,84
67,104,70
58,108,62
55,117,59
58,126,62
63,132,68
69,117,74
63,104,68
60,95,65
60,93,66
61,95,67
61,99,68
58,89,67
40,85,51
23,87,36
10,95,25
2,105,17
0,113,15
3,102,17
10,89,25
21,74,35
32,61,47
30,52,47
26,50,44
20,56,40
14,69,34
9,84,29
6,87,27
9,88,30
18,90,38
31,92,51
46,94,65
47,92,67
50,91,70
55,111,74
62,134,81
70,154,88
81,151,98
89,143,104
97,133,112
116,141,131
121,153,137
122,166,139
120,179,138
116,189,134
113,195,129
125,203,140
140,207,154
154,207,168
166,202,180
173,194,187
165,185,179
168,197,182
170,213,185
169,227,185
167,235,182
163,221,178
162,201,175
175,195,187
187,193,200
194,195,208
182,202,197
168,213,184
152,227,169
153,236,168
157,238,172
166,216,179
179,204,191
191,198,203
199,197,212
187,201,203
172,212,189
155,227,173
152,241,168
155,248,171
165,229,179
178,205,191
190,199,204
199,197,213
199,203,215
192,216,209
179,232,197
163,245,182
162,250,180
163,240,180
166,221,183
171,211,187
175,205,191
178,203,194
176,203,192
168,205,184
153,210,170
149,212,164
145,210,159
142,201,155
139,186,152
137,179,149
129,174,147
121,168,144
113,162,141
106,157,138
98,152,135
91,151,132
85,148,129
78,145,125
73,142,122
68,139,118
64,135,114
61,132,110
58,128,106
57,124,102
57,120,97
58,116,93
61,112,88
64,108,83
70,103,78
77,99,73
85,94,68
95,89,63
108,84,57
122,79,52
138,74,46
