0,0,0
102,198,215
120,206,214
136,213,212
150,220,211
162,226,210
173,231,208
181,236,206
188,240,204
193,243,202
197,246,200
199,248,198
200,249,195
199,250,193
197,249,190
194,249,187
190,247,184
186,245,180
180,242,177
173,239,173
166,235,170
158,223,166
150,215,162
141,209,157
132,195,153
122,181,149
112,167,144
103,155,134
95,147,126
88,143,117
82,133,111
72,124,100
62,116,90
54,109,81
49,104,74
45,101,70
43,92,67
37,82,61
32,72,55
28,65,50
25,60,46
22,59,43
20,53,40
14,50,33
9,50,27
4,53,21
1,62,16
0,75,15
2,78,16
1,78,15
1,75,15
3,71,16
7,74,20
13,81,26
19,81,33
24,80,37
26,74,40
23,69,35
22,69,35
23,72,35
25,78,37
27,83,40
29,80,42
28,72,41
28,70,42
28,71,43
28,75,43
29,81,44
29,81,44
28,75,44
32,72,48
38,71,55
38,70,56
38,71,57
37,72,56
34,70,53
37,75,56
41,74,61
47,74,68
47,74,69
46,71,68
42,67,64
43,70,65
45,76,67
49,78,71
53,77,75
56,73,79
52,67,76
52,67,76
52,72,76
53,77,76
53,83,76
53,82,76
52,75,75
56,73,79
56,72,79
55,73,78
54,77,77
52,82,74
48,87,70
50,83,72
55,75,77
60,74,82
60,75,82
59,77,81
58,81,80
56,85,78
53,84,75
57,78,80
57,74,80
57,72,80
55,74,78
53,79,76
49,85,71
48,84,71
51,79,73
56,71,78
55,69,77
54,69,77
54,73,76
53,80,76
53,85,76
52,80,74
55,72,78
53,69,76
53,70,75
52,74,75
53,81,75
53,87,75
52,84,75
50,78,73
49,71,71
48,70,71
49,72,71
50,77,72
51,78,74
52,77,76
50,75,73
48,72,72
47,66,71
47,68,71
47,74,71
47,79,71
46,81,70
44,81,68
41,78,64
42,72,66
44,65,68
47,65,71
51,67,75
53,71,77
53,75,77
50,76,75
46,74,70
47,77,71
49,80,73
51,85,75
52,90,76
52,93,76
51,95,75
55,93,79
61,89,85
67,94,92
75,101,100
81,109,107
86,118,112
90,125,116
91,130,117
97,133,124
103,143,130
109,153,136
113,165,140
115,174,143
116,179,143
115,179,142
120,182,144
125,187,146
129,192,147
133,198,149
137,202,150
140,204,151
143,206,153
146,208,154
149,210,155
151,211,156
152,211,156
153,211,157
153,211,158
153,210,158
152,208,158
150,206,159
147,203,159
144,200,159
140,196,159
135,192,159
129,187,158
122,181,158
114,175,158
105,169,157
94,162,156
